pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1,candidate12_2,office13,candidate13_1,candidate13_2
CARTERET-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 3B,W. David McFadyen III,Kirby Smith,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,"Peter Mack, Jr.",,NC District Court Judge District 3B,L. Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,NC District Court Judge District 3B,Clinton Rowe,Cheryl Spencer,,,,,,,,,,,,,,,,,,,,,
CASWELL-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 9A,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASWELL-20121106-Style002v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 9A,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASWELL-20121106-Style003v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 9A,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20121106-Style001v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 25,Burford A. Cherry,,,NC District Court Judge District 25,Gary Dellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20121106-Style002v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 25,Burford A. Cherry,,,NC District Court Judge District 25,Gary Dellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20121106-Style003v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 25,Burford A. Cherry,,,NC District Court Judge District 25,Gary Dellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20121106-Style004v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 25,Burford A. Cherry,,,NC District Court Judge District 25,Gary Dellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20121106-Style005v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 25,Burford A. Cherry,,,NC District Court Judge District 25,Gary Dellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20121106-Style006v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 25,Burford A. Cherry,,,NC District Court Judge District 25,Gary Dellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20121106-Style007v.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 25,Burford A. Cherry,,,NC District Court Judge District 25,Gary Dellinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHATHAM-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 15B,Charles Anderson,,,NC District Court Judge District 15B,Jay Bryan,,NC District Court Judge District 15B,Lunsford Long,,NC District Court Judge District 15B,Beverly A. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHATHAM-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 15B,Charles Anderson,,,NC District Court Judge District 15B,Jay Bryan,,NC District Court Judge District 15B,Lunsford Long,,NC District Court Judge District 15B,Beverly A. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHATHAM-20121106-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 15B,Charles Anderson,,,NC District Court Judge District 15B,Jay Bryan,,NC District Court Judge District 15B,Lunsford Long,,NC District Court Judge District 15B,Beverly A. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style001-ANDREWS_NORTH_WARDv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style002-ANDREWS_SOUTH_WARDv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style003-BELLVIEWv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style004-BRASSTOWNv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style005-CULBERSONv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style006-GRAPE_CREEKv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style007-HANGING_DOGv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style008-HIWASSEE_DAMv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style009-HOT_HOUSEv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style010-MARBLEv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style011-MURPHY_NORTHv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style012-MURPHY_SOUTHv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style013-PEACHTREEv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style014-RANGERv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style015-TOPTONv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20121106-Style016-UNAKAv.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOWAN-20121106-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOWAN-20121106-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOWAN-20121106-Style003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOWAN-20121106-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOWAN-20121106-Style005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style001-BRASSTOWN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style002-HAYESVILLE_ONE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style003-HAYESVILLE_TWO.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style004-HAYESVILLE_CENTRAL.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style005-HIAWASSEE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style006-SHOOTING_CREEK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style007-SWEETWATER.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style008-TUSQUITTEE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAY-20121106-Style009-WARNE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 30,Richlyn D. Holt,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Richard K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style001-BOILING_SPRINGS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style002-BETHWARE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style003-CASAR.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style004-FALLSTON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style005-GROVER.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style006-HOLLY_SPRINGS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style007-KINGSTOWN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style008-KINGS_MOUNTAIN_NORTH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style009-KINGS_MOUNTAIN_NORTH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style010-KINGS_MOUNTAIN_SOUTH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style011-KINGS_MOUNTAIN_SOUTH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style012-LATTIMORE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style013-LAWNDALE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style014-MOORESBORO-YOUNG.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-20121106-Style015-MULLS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2012-11-06.zip,NC District Court Judge District 27B,K. Dean Black,,,NC District Court Judge District 27B,Anna F. Foster,,NC District Court Judge District 27B,Gwynn G. Radeker,Meredith Amanda Shufor,NC District Court Judge District 27B,Larry J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
