pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,office10,candidate10_1,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
MECKLENBURG-20241105-SAMPLE-E-B0036.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0036.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MECKLENBURG-20241105-SAMPLE-E-B0022.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0022.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
EDGECOMBE-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/EDGECOMBE-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 8 Seat 3,"William Solomon, Jr.",,,NC District Court Judge District 8 Seat 4,Matthew P. Sperati,Jennifer K. Bennington,NC District Court Judge District 8 Seat 5,Ed Brown,,NC District Court Judge District 8 Seat 6,William C. Farris,,NC District Court Judge District 8 Seat 7,Alicia Slaughter,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0028.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0028.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Renee Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0014.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0014.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20241105-SAMPLE-E-B0021-NH_NH_03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0021-NH_NH_03.pdf,NC District Court Judge District 11A Seat 1,John W. Davis,,,NC District Court Judge District 11A Seat 2,Katherine Burnette,,NC District Court Judge District 11A Seat 3,Amanda Stevenson,,NC District Court Judge District 11A Seat 4,John Hoyte (J.) Stultz III,,NC District Court Judge District 11A Seat 5,Caroline S. Burnette,,,,,,,,,,,,,,,,,,,
NEW%20HANOVER-20241105-SAMPLE-E-B0006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/NEW%20HANOVER-20241105-SAMPLE-E-B0006.pdf,NC District Court Judge District 6 Seat 5,J.H. Corpening II,,,NC District Court Judge District 6 Seat 6,Richard Russell Davis,Richard (Ray) Kern,NC District Court Judge District 6 Seat 7,Jeffrey Evan Noecker,,NC District Court Judge District 6 Seat 8,Sandra Alice Ray,,NC District Court Judge District 6 Seat 9,Robin Wicks Robinson,,,,,,,,,,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0016.pdf,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0092-208__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0092-208__01.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0001-012__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0001-012__01.pdf,NC Superior Court Judge District 31C Seat 1,Eric Morgan,,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0002.pdf,NC Superior Court Judge District 16A Seat 1,Shamieka LaCher Rhinehart,,,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0124-509_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0124-509_.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0136-607__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0136-607__01.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0027-051_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0027-051_.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0067.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0067.pdf,NC Superior Court Judge District 10F Seat 1,Graham Shirley,Jennifer Bedford,,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0073.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0073.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Renee Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0098.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0098.pdf,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,,NC District Court Judge District 10A Seat 3,Cindy Kenney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0045.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0045.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MECKLENBURG-20241105-SAMPLE-E-B0051.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0051.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MACON-20241105-SAMPLE-V-B0015-15_COWEE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MACON-20241105-SAMPLE-V-B0015-15_COWEE.pdf,NC Superior Court Judge District 43A Seat 1,Tessa Shelton Sellers,Republican Party,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,Democratic Party,NC District Court Judge District 43 Seat 5,Kristy L. Parton,Republican Party,NC District Court Judge District 43 Seat 6,Kaleb Wingate,Republican Party,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,,,,,,,,,,,,,,,
CABARRUS-20241105-SAMPLE-E-B0009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/CABARRUS-20241105-SAMPLE-E-B0009.pdf,NC District Court Judge District 25 Seat 5,Nate Knust,,,NC District Court Judge District 25 Seat 6,Michael G. Knox,,NC District Court Judge District 25 Seat 3 Unexpired term ending 2027,Kimberly Herrick,Juanita Boger-Allen,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0054.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0054.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
GUILFORD-20241105-SAMPLE-E-B0040.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0040.pdf,NC Superior Court Judge District 24B Seat 1,Georgia Nixon,Stephanie Reese,,NC District Court Judge District 24 Seat 12,Kelvin Smith,,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,NC District Court Judge District 24 Seat 7,Angela C. Foster,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis
PITT-20241105-SAMPLE-U-B0007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/PITT-20241105-SAMPLE-U-B0007.pdf,NC Superior Court Judge District 3 Seat 1,Jeffery B. Foster,,,NC District Court Judge District 3 Seat 3,G. Galen Braddy,,NC District Court Judge District 3 Seat 4,Brian DeSoto,,NC District Court Judge District 3 Seat 5,Wendy Smallwood Hazelton,,NC District Court Judge District 3 Seat 6,Mario E. Perez,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0101-401__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0101-401__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
PITT-20241105-SAMPLE-U-B0013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/PITT-20241105-SAMPLE-U-B0013.pdf,NC Superior Court Judge District 3 Seat 1,Jeffery B. Foster,,,NC District Court Judge District 3 Seat 3,G. Galen Braddy,,NC District Court Judge District 3 Seat 4,Brian DeSoto,,NC District Court Judge District 3 Seat 5,Wendy Smallwood Hazelton,,NC District Court Judge District 3 Seat 6,Mario E. Perez,,,,,,,,,,,,,,,,,,,
HENDERSON-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HENDERSON-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 42 Seat 1,James Marshall,,,NC District Court Judge District 42 Seat 2,Gene Johnson,,NC District Court Judge District 42 Seat 3,Monica Jean Gillett,Lora T. Baker,NC District Court Judge District 42 Seat 4,Kimberly Gasperson-Justice,,,,,,,,,,,,,,,,,,,,,,
VANCE-20241105-SAMPLE-E-B0029-NH1_NH1_07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0029-NH1_NH1_07.pdf,NC District Court Judge District 11B Seat 2,Adam S. Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0113.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0113.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Renee Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0107.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0107.pdf,NC Superior Court Judge District 10F Seat 1,Graham Shirley,Jennifer Bedford,,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0076-132__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0076-132__01.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0082-202_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0082-202_.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
YADKIN-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/YADKIN-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 34 Seat 4,Donna L. Shumate,,,NC District Court Judge District 34 Seat 5,Adam E. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0138-701__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0138-701__01.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
YADKIN-20241105-SAMPLE-E-B0003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/YADKIN-20241105-SAMPLE-E-B0003.pdf,NC District Court Judge District 34 Seat 4,Donna L. Shumate,,,NC District Court Judge District 34 Seat 5,Adam E. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0048-23_23_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0048-23_23_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
JONES-20241105-SAMPLE-E-B0004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/JONES-20241105-SAMPLE-E-B0004.pdf,NC District Court Judge District 5 Seat 9,Walter Bateman,,,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,,NC District Court Judge District 5 Seat 4,Michael C. Surles,,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 5 Seat 7,William Shanahan,,NC District Court Judge District 5 Seat 8,Billy Sutton,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0106.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0106.pdf,NC Superior Court Judge District 10F Seat 1,Graham Shirley,Jennifer Bedford,,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0112.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0112.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Renee Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
HENDERSON-20241105-SAMPLE-E-B0003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HENDERSON-20241105-SAMPLE-E-B0003.pdf,NC District Court Judge District 42 Seat 1,James Marshall,,,NC District Court Judge District 42 Seat 2,Gene Johnson,,NC District Court Judge District 42 Seat 3,Monica Jean Gillett,Lora T. Baker,NC District Court Judge District 42 Seat 4,Kimberly Gasperson-Justice,,,,,,,,,,,,,,,,,,,,,,
AVERY-20241105-SAMPLE-E-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/AVERY-20241105-SAMPLE-E-B0001.pdf,NC Superior Court Judge District 35 Seat 2,Ted McEntire,,,NC District Court Judge District 35 Seat 2,Rebecca Eggers-Gryder,,NC District Court Judge District 35 Seat 3,Milton Fletcher,,NC District Court Judge District 35 Seat 4,Alexandria (Allie) Leake,,,,,,,,,,,,,,,,,,,,,,
PITT-20241105-SAMPLE-U-B0012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/PITT-20241105-SAMPLE-U-B0012.pdf,NC Superior Court Judge District 3 Seat 1,Jeffery B. Foster,,,NC District Court Judge District 3 Seat 3,G. Galen Braddy,,NC District Court Judge District 3 Seat 4,Brian DeSoto,,NC District Court Judge District 3 Seat 5,Wendy Smallwood Hazelton,,NC District Court Judge District 3 Seat 6,Mario E. Perez,,,,,,,,,,,,,,,,,,,
PITT-20241105-SAMPLE-U-B0006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/PITT-20241105-SAMPLE-U-B0006.pdf,NC Superior Court Judge District 3 Seat 1,Jeffery B. Foster,,,NC District Court Judge District 3 Seat 3,G. Galen Braddy,,NC District Court Judge District 3 Seat 4,Brian DeSoto,,NC District Court Judge District 3 Seat 5,Wendy Smallwood Hazelton,,NC District Court Judge District 3 Seat 6,Mario E. Perez,,,,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0041.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0041.pdf,NC Superior Court Judge District 24B Seat 1,Georgia Nixon,Stephanie Reese,,NC District Court Judge District 24 Seat 12,Kelvin Smith,,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,NC District Court Judge District 24 Seat 7,Angela C. Foster,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis
GUILFORD-20241105-SAMPLE-E-B0055.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0055.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
FORSYTH-20241105-SAMPLE-E-B0013-031__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0013-031__01.pdf,NC Superior Court Judge District 31C Seat 1,Eric Morgan,,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,,,,,,,,,
