pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,office10,candidate10_1,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
MACON-20241105-SAMPLE-V-B0007-07_ELLIJAY.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MACON-20241105-SAMPLE-V-B0007-07_ELLIJAY.pdf,NC Superior Court Judge District 43A Seat 1,Tessa Shelton Sellers,Republican Party,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,Democratic Party,NC District Court Judge District 43 Seat 5,Kristy L. Parton,Republican Party,NC District Court Judge District 43 Seat 6,Kaleb Wingate,Republican Party,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,,,,,,,,,,,,,,,
VANCE-20241105-SAMPLE-E-B0041-SH1_SH1_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0041-SH1_SH1_01.pdf,NC District Court Judge District 11A Seat 1,John W. Davis,,,NC District Court Judge District 11A Seat 2,Katherine Burnette,,NC District Court Judge District 11A Seat 3,Amanda Stevenson,,NC District Court Judge District 11A Seat 4,John Hoyte (J.) Stultz III,,NC District Court Judge District 11A Seat 5,Caroline S. Burnette,,,,,,,,,,,,,,,,,,,
LEE-20241105-SAMPLE-E-B0005-PRECINCT_C1_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/LEE-20241105-SAMPLE-E-B0005-PRECINCT_C1_.pdf,NC District Court Judge District 12 Seat 10,Mary Howard Wells,,,NC District Court Judge District 12 Seat 11,Brian E. Lewis,,NC District Court Judge District 12 Seat 4,Jason H. Coats,,NC District Court Judge District 12 Seat 5,Jillian (Jill) Pope,,NC District Court Judge District 12 Seat 6,Craig James,,NC District Court Judge District 12 Seat 7,Terry F. Rose,,NC District Court Judge District 12 Seat 8,"Jimmy Love, Jr.",,NC District Court Judge District 12 Seat 9,Frank Wood,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0029-053_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0029-053_.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0151-709__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0151-709__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
LENOIR-20241105-SAMPLE-E-B0021-T2_TRENT-2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/LENOIR-20241105-SAMPLE-E-B0021-T2_TRENT-2.pdf,NC Superior Court Judge District 9A Seat 1,Imelda J. Pate,,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
CABARRUS-20241105-SAMPLE-E-B0008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/CABARRUS-20241105-SAMPLE-E-B0008.pdf,NC District Court Judge District 25 Seat 5,Nate Knust,,,NC District Court Judge District 25 Seat 6,Michael G. Knox,,NC District Court Judge District 25 Seat 3 Unexpired term ending 2027,Kimberly Herrick,Juanita Boger-Allen,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0144-705_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0144-705_.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
LEE-20241105-SAMPLE-E-B0002-PRECINCT_A2_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/LEE-20241105-SAMPLE-E-B0002-PRECINCT_A2_.pdf,NC District Court Judge District 12 Seat 10,Mary Howard Wells,,,NC District Court Judge District 12 Seat 11,Brian E. Lewis,,NC District Court Judge District 12 Seat 4,Jason H. Coats,,NC District Court Judge District 12 Seat 5,Jillian (Jill) Pope,,NC District Court Judge District 12 Seat 6,Craig James,,NC District Court Judge District 12 Seat 7,Terry F. Rose,,NC District Court Judge District 12 Seat 8,"Jimmy Love, Jr.",,NC District Court Judge District 12 Seat 9,Frank Wood,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0050.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0050.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MECKLENBURG-20241105-SAMPLE-E-B0044.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0044.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
DARE-20241105-SAMPLE-U-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DARE-20241105-SAMPLE-U-B0001.pdf,NC District Court Judge District 1 Seat 4,Edgar L. Barnes,,,NC District Court Judge District 1 Seat 5,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAIN-20241105-SAMPLE-E-B0004-BC2_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/SWAIN-20241105-SAMPLE-E-B0004-BC2_.pdf,NC Superior Court Judge District 43A Seat 1,Tessa Shelton Sellers,,,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,,NC District Court Judge District 43 Seat 5,Kristy L. Parton,,NC District Court Judge District 43 Seat 6,Kaleb Wingate,,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0099.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0099.pdf,NC District Court Judge District 10B Seat 2,Ashleigh S. Parker,,,NC District Court Judge District 10B Seat 3,Julie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0072.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0072.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Renee Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0026-12_12_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0026-12_12_01.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0066.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0066.pdf,NC Superior Court Judge District 10F Seat 1,Graham Shirley,Jennifer Bedford,,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0003.pdf,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0084-203__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0084-203__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
NEW%20HANOVER-20241105-SAMPLE-E-B0007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/NEW%20HANOVER-20241105-SAMPLE-E-B0007.pdf,NC Superior Court Judge District 6C Seat 1,Ricardo Jensen,Max Ashworth,,NC District Court Judge District 6 Seat 9,Robin Wicks Robinson,,NC District Court Judge District 6 Seat 5,J.H. Corpening II,,NC District Court Judge District 6 Seat 6,Richard Russell Davis,Richard (Ray) Kern,NC District Court Judge District 6 Seat 7,Jeffrey Evan Noecker,,NC District Court Judge District 6 Seat 8,Sandra Alice Ray,,,,,,,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0017.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0017.pdf,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0001.pdf,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0058.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0058.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0015.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0015.pdf,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW%20HANOVER-20241105-SAMPLE-E-B0005.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/NEW%20HANOVER-20241105-SAMPLE-E-B0005.pdf,NC Superior Court Judge District 6C Seat 1,Ricardo Jensen,Max Ashworth,,NC District Court Judge District 6 Seat 9,Robin Wicks Robinson,,NC District Court Judge District 6 Seat 5,J.H. Corpening II,,NC District Court Judge District 6 Seat 6,Richard Russell Davis,Richard (Ray) Kern,NC District Court Judge District 6 Seat 7,Jeffrey Evan Noecker,,NC District Court Judge District 6 Seat 8,Sandra Alice Ray,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0070.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0070.pdf,NC Superior Court Judge District 10C Seat 1,Stephanie Davis,Becky Holt,Sean A. B. Cole,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,NC District Court Judge District 10A Seat 3,Cindy Kenney,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0064.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0064.pdf,NC Superior Court Judge District 10F Seat 1,Graham Shirley,Jennifer Bedford,,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0052.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0052.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
MECKLENBURG-20241105-SAMPLE-E-B0046.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0046.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
FORSYTH-20241105-SAMPLE-E-B0064-111__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0064-111__03.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0075-131__05.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0075-131__05.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0052-083__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0052-083__03.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
ONSLOW-20241105-SAMPLE-V-B0011-HU20.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ONSLOW-20241105-SAMPLE-V-B0011-HU20.pdf,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,Republican Party,NC District Court Judge District 5 Seat 4,Michael C. Surles,Republican Party,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,Republican Party,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",Republican Party,NC District Court Judge District 5 Seat 7,William Shanahan,Republican Party,NC District Court Judge District 5 Seat 8,Billy Sutton,Republican Party,NC District Court Judge District 5 Seat 9,Walter Bateman,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0060-092__07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0060-092__07.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0043.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0043.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
VANCE-20241105-SAMPLE-E-B0045-SH2_SH2_01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0045-SH2_SH2_01.pdf,NC District Court Judge District 11A Seat 1,John W. Davis,,,NC District Court Judge District 11A Seat 2,Katherine Burnette,,NC District Court Judge District 11A Seat 3,Amanda Stevenson,,NC District Court Judge District 11A Seat 4,John Hoyte (J.) Stultz III,,NC District Court Judge District 11A Seat 5,Caroline S. Burnette,,,,,,,,,,,,,,,,,,,
GUILFORD-20241105-SAMPLE-E-B0057.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GUILFORD-20241105-SAMPLE-E-B0057.pdf,NC District Court Judge District 24 Seat 3,Ashley Watlington-Simms,,,NC District Court Judge District 24 Seat 13,Brian Tomlin,,NC District Court Judge District 24 Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 24 Seat 14,Tomakio S. Gause,,NC District Court Judge District 24 Seat 5,Walter W. (Trip) Baker III,,NC District Court Judge District 24 Seat 6,Michelle Fletcher,,NC District Court Judge District 24 Seat 7,Angela C. Foster,,NC District Court Judge District 24 Seat 8,Angela Bullard (Angie) Fox,NC District Court Judge District 24 Seat 9,Tabatha Holliday,NC District Court Judge District 24 Seat 10,Charlene Y. Armstrong,NC District Court Judge District 24 Seat 11,Bill Davis,NC District Court Judge District 24 Seat 12,Kelvin Smith,,
