pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1
GUILFORD-20161108-Style012.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style012.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
WAYNE-20161108-Style025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style025.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
WAYNE-20161108-Style031.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style031.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style006.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style006.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
CRAVEN-20161108-Style014-COVE_CITY.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style014-COVE_CITY.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style025.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANVILLE-20161108-Style026-EAST_OXFORD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style026-EAST_OXFORD.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style031.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style031.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style019.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style019.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOKE-20161108-Style009-PUPPY_CREEK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/HOKE-20161108-Style009-PUPPY_CREEK.pdf,NC Superior Court Judge District 16A,Richard T. Brown,,,NC Superior Court Judge District 16A,Tanya T. Wallace,,NC District Court Judge District 16A,Amanda L. (Amy) Wilson,,NC District Court Judge District 16A,Michael (Mike) Stone,Angela J. Carter,NC District Court Judge District 16A,Lisa Blue Thacker,,,,,,,,,,,,,,,,,,,,,
PERSON-20161108-Style001-ALLENSVILLE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PERSON-20161108-Style001-ALLENSVILLE.pdf,NC District Court Judge District 9A,John Hoyte (J.) Stultz III,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENDER-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PENDER-20161108-Style001.pdf,NC Superior Court Judge District 5B,Kent Harrell,Connie Jordan,Melinda H. Crouch,NC District Court Judge District 5,Richard (Ray) Kern,Sandra Alice Ray,NC District Court Judge District 5,Robin Wicks Robinson,,NC District Court Judge District 5,J. H. Corpening II,,NC District Court Judge District 5,Richard Russell Davis,,NC District Court Judge District 5,Jeffrey Evan Noecker,,,,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style018.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style030.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style030.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20161108-Style009-EAST_FORK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/TRANSYLVANIA-20161108-Style009-EAST_FORK.pdf,NC District Court Judge District 29B,T. McAvoy (Mack) Brittain Jr.,,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,Emily Cowan,,NC District Court Judge District 29B,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20161108-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CUMBERLAND-20161108-Style024.pdf,NC District Court Judge District 12,Mike Hardin,Tiffany Marie Whitfield,,NC District Court Judge District 12,Lou Olivera,,NC District Court Judge District 12,Ed Pone,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20161108-Style030.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style030.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style007.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
MONTGOMERY-20161108-Style032-WADEVILLE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MONTGOMERY-20161108-Style032-WADEVILLE.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20161108-Style013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style013.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
CARTERET-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CARTERET-20161108-Style001.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,,,,,,,,,,,,,,
WAYNE-20161108-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style024.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
WAYNE-20161108-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAYNE-20161108-Style018.pdf,NC Superior Court Judge District 8B,Arnold O. Jones,Will Bland,,NC District Court Judge District 8,Les Turner,,NC District Court Judge District 8,David Bernard Brantley,,NC District Court Judge District 8,Curtis Stackhouse,Annette W. Turik,NC District Court Judge District 8,Charles P. Gaylor III,,NC District Court Judge District 8,Ericka James,,,,,,,,,,,,,,,,,,
FRANKLIN-20161108-Style035-WEST_HARRIS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FRANKLIN-20161108-Style035-WEST_HARRIS.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style048.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style048.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
MECKLENBURG-20161108-Style060.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style060.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
MECKLENBURG-20161108-Style074.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style074.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
IREDELL-20161108-Style039-TURNERSBURG.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/IREDELL-20161108-Style039-TURNERSBURG.pdf,NC Superior Court Judge District 22A,Joe Crosswhite,,,NC District Court Judge District 22A,Edward Lawrence Hedrick IV,,NC District Court Judge District 22A,Christine Underwood,,NC District Court Judge District 22A,Deborah Brown,,NC District Court Judge District 22A,L. Dale Graham,,,,,,,,,,,,,,,,,,,,,
DURHAM-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DURHAM-20161108-Style002.pdf,NC District Court Judge District 14,William A. (Drew) Marsh III,Shamieka LaCher Rhinehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style021.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style021.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CATAWBA-20161108-Style001.pdf,NC District Court Judge District 25,Burford Alva Cherry,,,NC District Court Judge District 25,Richard S. Holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADKIN-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/YADKIN-20161108-Style001.pdf,NC District Court Judge District 23,Jeanie Reavis Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style009.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE-20161108-Style004-BRASSTOWN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CHEROKEE-20161108-Style004-BRASSTOWN.pdf,NC District Court Judge District 30,Richard K. Walker,,,NC District Court Judge District 30,Monica Hayes Leslie,,NC District Court Judge District 30,Tessa Shelton Sellers,Kimberly N. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20161108-Style011-MT_GILEAD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MONTGOMERY-20161108-Style011-MT_GILEAD.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPLIN-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DUPLIN-20161108-Style002.pdf,NC District Court Judge District 4,Anita R. Powers,William (Billy) Sutton,,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,Michael C. Surles,Nathan Sweet,NC District Court Judge District 4,Carol Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4,Henry L. Stevens IV,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style009-CLARKS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style009-CLARKS.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,NC District Court Judge District 3B,Clinton D. Rowe,,,,,,,,,,,,,,,
GATES-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GATES-20161108-Style001.pdf,NC District Court Judge District 1,Edgar L. Barnes,,,NC District Court Judge District 1,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20161108-Style021-TROY_1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MONTGOMERY-20161108-Style021-TROY_1.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20161108-Style022.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PITT-20161108-Style022.pdf,NC Superior Court Judge District 3A,Jeff Foster,,,NC District Court Judge District 3A,G. Galen Braddy,,NC District Court Judge District 3A,Brian DeSoto,,NC District Court Judge District 3A,Wendy Hazelton,Daniel Hines Entzminger,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style005-RHEMS.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style005-RHEMS.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,NC District Court Judge District 3B,Clinton D. Rowe,,,,,,,,,,,,,,,
WAKE-20161108-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style024.pdf,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,,NC District Court Judge District 10,Jefferson G. Griffin,,NC District Court Judge District 10,Dan Nagle,Walter Rand,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,,
WAKE-20161108-Style030.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style030.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
JOHNSTON-20161108-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/JOHNSTON-20161108-Style009.pdf,NC District Court Judge District 11,Paul A. Holcombe,LeVonda G. Wood,,NC District Court Judge District 11,Jackie Lee,,NC District Court Judge District 11,"Jimmy L. Love, Jr.",,NC District Court Judge District 11,Frank Wood,,NC District Court Judge District 11,Mary Howard Wells,,NC District Court Judge District 11,O. Henry Willis,,NC District Court Judge District 11,"Robert W. Bryant, Jr.",,NC District Court Judge District 11,Resson Faircloth,,,,,,,,,,,,
PITT-20161108-Style036.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PITT-20161108-Style036.pdf,NC Superior Court Judge District 3A,Jeff Foster,,,NC District Court Judge District 3A,G. Galen Braddy,,NC District Court Judge District 3A,Brian DeSoto,,NC District Court Judge District 3A,Wendy Hazelton,Daniel Hines Entzminger,,,,,,,,,,,,,,,,,,,,,,,
TRANSYLVANIA-20161108-Style001-BREVARD_1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/TRANSYLVANIA-20161108-Style001-BREVARD_1.pdf,NC District Court Judge District 29B,T. McAvoy (Mack) Brittain Jr.,,,NC District Court Judge District 29B,Athena F. Brooks,,NC District Court Judge District 29B,Emily Cowan,,NC District Court Judge District 29B,Peter Knight,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style018.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
CABARRUS-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CABARRUS-20161108-Style002.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style013.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style013.pdf,NC Superior Court Judge District 21C,Eric Morgan,Jonathan Scott Dills,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,,,,,,,,,,,
ROWAN-20161108-Style005-CHINA_GROVE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style005-CHINA_GROVE.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style007.pdf,NC Superior Court Judge District 21C,Eric Morgan,Jonathan Scott Dills,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,,,,,,,,,,,
STOKES-20161108-Style001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/STOKES-20161108-Style001.pdf,NC Superior Court Judge District 17B,Angela B. Puckett,,,NC District Court Judge District 17B,Bill Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20161108-Style025-NV.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/VANCE-20161108-Style025-NV.pdf,NC District Court Judge District 9B,Adam Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANDOLPH-20161108-Style011-BACK_CREEK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/RANDOLPH-20161108-Style011-BACK_CREEK.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20161108-Style020-STAR.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MONTGOMERY-20161108-Style020-STAR.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20161108-Style013-GRANITE_QUARRY.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style013-GRANITE_QUARRY.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style060.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style060.pdf,NC District Court Judge District 21,David E. Sipprell,,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
