pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,candidate8_2,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,candidate11_2,office12,candidate12_1
GUILFORD-20161108-Style016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GUILFORD-20161108-Style016.pdf,NC District Court Judge District 18,Betty J. Brown,,,NC District Court Judge District 18,Susan R. Burch,,NC District Court Judge District 18,Avery Michelle Crump,,NC District Court Judge District 18,Michelle Fletcher,,NC District Court Judge District 18,John Stone,Angela C. Foster,NC District Court Judge District 18,Angie Fox,,NC District Court Judge District 18,Tabatha Holliday,,NC District Court Judge District 18,Randle L. Jones,Tonia A. Cutchin,NC District Court Judge District 18,Miranda Reynolds Reavis,Bill Davis,NC District Court Judge District 18,Marc Tyrey,Mark Cummings,NC District Court Judge District 18,David Sherrill,Lora Christine Cubbage,NC District Court Judge District 18,Teresa Vincent
MECKLENBURG-20161108-Style065.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style065.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
ROWAN-20161108-Style038-EAST_WARD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style038-EAST_WARD.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20161108-Style071.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style071.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
MECKLENBURG-20161108-Style059.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MECKLENBURG-20161108-Style059.pdf,NC District Court Judge District 26,Louis A. Trosch,,,NC District Court Judge District 26,Kimberly Best-Staton,,NC District Court Judge District 26,Tracy H. Hewett,Aretha Blake,NC District Court Judge District 26,Ron Chapman,,NC District Court Judge District 26,Jena Culler,,NC District Court Judge District 26,Karen Eady-Williams,,NC District Court Judge District 26,Ty Hands,,NC District Court Judge District 26,Gary L. Henderson,,NC District Court Judge District 26,Donnie Hoover,,NC District Court Judge District 26,Christy T. Mann,George Bell,NC District Court Judge District 26,David Strickland,Ben S. Thalheimer,NC District Court Judge District 26,Elizabeth Thornton Trosch
ROCKINGHAM-20161108-Style009-LEAKSVILLE_2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROCKINGHAM-20161108-Style009-LEAKSVILLE_2.pdf,NC District Court Judge District 17A,James (Tony) Grogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style049-WEST_NEW_BERN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style049-WEST_NEW_BERN.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,NC District Court Judge District 3B,Clinton D. Rowe,,,,,,,,,,,,,,,
WARREN-20161108-Style007-SHOCCO.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WARREN-20161108-Style007-SHOCCO.pdf,NC District Court Judge District 9B,Adam Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style018.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-20161108-Style008-MARION_1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MCDOWELL-20161108-Style008-MARION_1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20161108-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DURHAM-20161108-Style007.pdf,NC District Court Judge District 14,William A. (Drew) Marsh III,Shamieka LaCher Rhinehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUNCOMBE-20161108-Style024.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/BUNCOMBE-20161108-Style024.pdf,NC District Court Judge District 28,Andrea F. Dray,,,NC District Court Judge District 28,J. Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAWBA-20161108-Style004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CATAWBA-20161108-Style004.pdf,NC District Court Judge District 25,Burford Alva Cherry,,,NC District Court Judge District 25,Richard S. Holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAMANCE-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ALAMANCE-20161108-Style002.pdf,NC District Court Judge District 15A,Tom Lambeth,,,NC District Court Judge District 15A,Steve Messick,,NC District Court Judge District 15A,Kathryn (Katie) Whitaker Overby,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPLIN-20161108-Style007.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/DUPLIN-20161108-Style007.pdf,NC District Court Judge District 4,Henry L. Stevens IV,,,NC District Court Judge District 4,Anita R. Powers,William (Billy) Sutton,NC District Court Judge District 4,William M. (Mac) Cameron III,,NC District Court Judge District 4,Michael C. Surles,Nathan Sweet,NC District Court Judge District 4,Carol Jones,,NC District Court Judge District 4,"James L. (Jim) Moore, Jr.",,,,,,,,,,,,,,,,,,
ROWAN-20161108-Style004-BRADSHAW.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style004-BRADSHAW.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANVILLE-20161108-Style017-CREDLE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style017-CREDLE.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
PERSON-20161108-Style005-MT_TIRZAH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PERSON-20161108-Style005-MT_TIRZAH.pdf,NC District Court Judge District 9A,John Hoyte (J.) Stultz III,Mike Gentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANVILLE-20161108-Style020-CREDLE.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style020-CREDLE.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20161108-Style029-TROY_2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MONTGOMERY-20161108-Style029-TROY_2.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style009.pdf,NC Superior Court Judge District 10F,A. Graham Shirley,,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,NC District Court Judge District 10,Dan Nagle,Walter Rand,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse
HOKE-20161108-Style016-RAEFORD_2.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/HOKE-20161108-Style016-RAEFORD_2.pdf,NC Superior Court Judge District 16A,Richard T. Brown,,,NC Superior Court Judge District 16A,Tanya T. Wallace,,NC District Court Judge District 16A,Amanda L. (Amy) Wilson,,NC District Court Judge District 16A,Michael (Mike) Stone,Angela J. Carter,NC District Court Judge District 16A,Lisa Blue Thacker,,,,,,,,,,,,,,,,,,,,,
ROWAN-20161108-Style036-WEST_WARD_1.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style036-WEST_WARD_1.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style021.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style021.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
PITT-20161108-Style027.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PITT-20161108-Style027.pdf,NC Superior Court Judge District 3A,Jeff Foster,,,NC District Court Judge District 3A,G. Galen Braddy,,NC District Court Judge District 3A,Brian DeSoto,,NC District Court Judge District 3A,Wendy Hazelton,Daniel Hines Entzminger,,,,,,,,,,,,,,,,,,,,,,,
PITT-20161108-Style033.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PITT-20161108-Style033.pdf,NC Superior Court Judge District 3A,Jeff Foster,,,NC District Court Judge District 3A,G. Galen Braddy,,NC District Court Judge District 3A,Brian DeSoto,,NC District Court Judge District 3A,Wendy Hazelton,Daniel Hines Entzminger,,,,,,,,,,,,,,,,,,,,,,,
CRAVEN-20161108-Style013-COVE_CITY.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style013-COVE_CITY.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,NC District Court Judge District 3B,Clinton D. Rowe,,,,,,,,,,,,,,,
WAKE-20161108-Style035.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style035.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
YANCEY-20161108-Style002-CANE_RIVER.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/YANCEY-20161108-Style002-CANE_RIVER.pdf,NC Superior Court Judge District 24,Greg Horne,,,NC District Court Judge District 24,Hal G. Harrison,,NC District Court Judge District 24,Ted McEntire,,NC District Court Judge District 24,Joshua J. (Josh) Teague,Rebecca (Becca) Eggers-Gryder,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY-20161108-Style012-MT_GILEAD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/MONTGOMERY-20161108-Style012-MT_GILEAD.pdf,NC District Court Judge District 19B,Darren C. Allen,Don (Skipper) Creed,,NC District Court Judge District 19B,James P. (Jimmy) Hill,,NC District Court Judge District 19B,Rob Wilkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style016.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style016.pdf,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,,,,,,,,,,,,,,
FORSYTH-20161108-Style002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style002.pdf,NC Superior Court Judge District 21C,Eric Morgan,Jonathan Scott Dills,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,,,,,,,,,,,
FORSYTH-20161108-Style014.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style014.pdf,NC Superior Court Judge District 21C,Eric Morgan,Jonathan Scott Dills,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,NC District Court Judge District 21,Camille Banks-Payne,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,,,,,,,,,,,
FRANKLIN-20161108-Style016-CYPRESS_CREEK.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FRANKLIN-20161108-Style016-CYPRESS_CREEK.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20161108-Style010-BADIN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/STANLY-20161108-Style010-BADIN.pdf,NC Superior Court Judge District 20A,Kevin Marc Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20161108-Style028.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/FORSYTH-20161108-Style028.pdf,NC District Court Judge District 21,Camille Banks-Payne,,,NC District Court Judge District 21,Lawrence J. (Larry) Fine,,NC District Court Judge District 21,Carrie F. Vickery,Aaron J. Berlin,NC District Court Judge District 21,Laurie L. Hutchins,,NC District Court Judge District 21,Gordon A. Miller,,NC District Court Judge District 21,Victoria L. (Tori) Roemer,,NC District Court Judge District 21,David E. Sipprell,,,,,,,,,,,,,,,
GRANVILLE-20161108-Style041-WILTON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/GRANVILLE-20161108-Style041-WILTON.pdf,NC District Court Judge District 9,John W. Davis,,,NC District Court Judge District 9,S. Quon Bridges,Caroline S. Burnette,NC District Court Judge District 9,Amanda Stevenson,,NC District Court Judge District 9,Carolyn J. Yancey,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20161108-Style040-NORTH_WARD.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/ROWAN-20161108-Style040-NORTH_WARD.pdf,NC District Court Judge District 19C,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20161108-Style025.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/PITT-20161108-Style025.pdf,NC Superior Court Judge District 3A,Jeff Foster,,,NC District Court Judge District 3A,G. Galen Braddy,,NC District Court Judge District 3A,Brian DeSoto,,NC District Court Judge District 3A,Wendy Hazelton,Daniel Hines Entzminger,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20161108-Style023.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style023.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
CRAVEN-20161108-Style024-EPWORTH.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/CRAVEN-20161108-Style024-EPWORTH.pdf,NC Superior Court Judge District 3B,Robert J. McAfee,Josh Willey,,NC District Court Judge District 3B,Clinton D. Rowe,,NC District Court Judge District 3B,Karen A. Alexander,,NC District Court Judge District 3B,Peter Mack,,NC District Court Judge District 3B,W. David McFadyen III,,NC District Court Judge District 3B,Walter Mills,,NC District Court Judge District 3B,Paul M. Quinn,,,,,,,,,,,,,,,
WAKE-20161108-Style037.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2016-11-08/WAKE-20161108-Style037.pdf,NC District Court Judge District 10,Dan Nagle,Walter Rand,,NC District Court Judge District 10,Robert B. Rader,,NC District Court Judge District 10,Debra Sasser,,NC District Court Judge District 10,Christine M. Walczyk,,NC District Court Judge District 10,Marty E. Miller,Anna Elena Worley,NC District Court Judge District 10,Bryant Paris III,Monica M. Bousman,NC District Court Judge District 10,Jacqueline L. Brewer,,NC District Court Judge District 10,Eric Craig Chasse,,NC District Court Judge District 10,Lori G. Christian,,NC District Court Judge District 10,V.A. (Woofer) Davidian III,,NC District Court Judge District 10,Jefferson G. Griffin,,,
